ano,uf,tema,item,quantidade_escola
2021,CE,Proporção de escolas com projeto no tema,Violência,56.409537166900428
2021,DF,Proporção de escolas com projeto no tema,Violência,66.438356164383563
2021,RN,Proporção de escolas com projeto no tema,Violência,51.27322780454233
2021,MG,Proporção de escolas com projeto no tema,Violência,61.994310998735777
2021,PA,Proporção de escolas com projeto no tema,Violência,50.331507639089082
2021,MT,Proporção de escolas com projeto no tema,Violência,46.147403685092122
2021,SE,Proporção de escolas com projeto no tema,Violência,54.02750491159135
2021,AL,Proporção de escolas com projeto no tema,Violência,56.875934230194325
2021,RR,Proporção de escolas com projeto no tema,Violência,40.086206896551722
2021,AP,Proporção de escolas com projeto no tema,Violência,49.717514124293785
2021,BA,Proporção de escolas com projeto no tema,Violência,53.057708871662356
2021,AM,Proporção de escolas com projeto no tema,Violência,54.246966452533904
2021,MS,Proporção de escolas com projeto no tema,Violência,56.658878504672892
2021,MA,Proporção de escolas com projeto no tema,Violência,47.324239244491082
2021,PR,Proporção de escolas com projeto no tema,Violência,50.843430743644568
2021,SC,Proporção de escolas com projeto no tema,Violência,61.031642826181184
2021,CE,Proporção de escolas com projeto no tema,Uso de drogas,48.134642356241237
2021,PR,Proporção de escolas com projeto no tema,Uso de drogas,46.661914944167258
2021,AP,Proporção de escolas com projeto no tema,Uso de drogas,38.135593220338983
2021,PI,Proporção de escolas com projeto no tema,Uso de drogas,43.063152660367976
2021,ES,Proporção de escolas com projeto no tema,Uso de drogas,44.353518821603927
2021,RN,Proporção de escolas com projeto no tema,Uso de drogas,41.087405368203719
2021,DF,Proporção de escolas com projeto no tema,Uso de drogas,58.047945205479458
2021,MA,Proporção de escolas com projeto no tema,Uso de drogas,43.835257082896121
2021,AC,Proporção de escolas com projeto no tema,Uso de drogas,50.370370370370367
2021,RO,Proporção de escolas com projeto no tema,Uso de drogas,65.339233038348084
2021,TO,Proporção de escolas com projeto no tema,Uso de drogas,51.70239596469105
2021,AL,Proporção de escolas com projeto no tema,Uso de drogas,45.2914798206278
2021,SP,Proporção de escolas com projeto no tema,Uso de drogas,45.692323050813613
2021,BA,Proporção de escolas com projeto no tema,Uso de drogas,44.565030146425492
2021,PA,Proporção de escolas com projeto no tema,Uso de drogas,44.652637647737095
2021,RJ,Proporção de escolas com projeto no tema,Uso de drogas,51.870200644042605
2021,AM,Proporção de escolas com projeto no tema,Uso de drogas,50.96359743040685
2021,GO,Proporção de escolas com projeto no tema,Uso de drogas,62.63932233615693
2021,MG,Proporção de escolas com projeto no tema,Uso de drogas,63.211125158027812
2021,RR,Proporção de escolas com projeto no tema,Uso de drogas,33.189655172413794
2021,SC,Proporção de escolas com projeto no tema,Uso de drogas,55.656697009102729
2021,RS,Proporção de escolas com projeto no tema,Uso de drogas,55.742296918767508
2021,PB,Proporção de escolas com projeto no tema,Uso de drogas,42.559833506763788
2021,SE,Proporção de escolas com projeto no tema,Uso de drogas,43.516699410609036
2021,MS,Proporção de escolas com projeto no tema,Uso de drogas,47.780373831775705
2021,PE,Proporção de escolas com projeto no tema,Uso de drogas,44.194162436548226
2021,MT,Proporção de escolas com projeto no tema,Uso de drogas,42.462311557788944
2021,SE,Proporção de escolas com projeto no tema,Relações étnico-raciais/racismo,48.821218074656187
2021,BA,Proporção de escolas com projeto no tema,Relações étnico-raciais/racismo,51.645133505598615
2021,TO,Proporção de escolas com projeto no tema,Relações étnico-raciais/racismo,45.018915510718784
2021,SP,Proporção de escolas com projeto no tema,Relações étnico-raciais/racismo,56.434062094439454
2021,AP,Proporção de escolas com projeto no tema,Relações étnico-raciais/racismo,38.700564971751412
2021,GO,Proporção de escolas com projeto no tema,Relações étnico-raciais/racismo,55.104770396790016
2021,DF,Proporção de escolas com projeto no tema,Relações étnico-raciais/racismo,62.328767123287676
2021,PA,Proporção de escolas com projeto no tema,Relações étnico-raciais/racismo,39.867396944364373
2021,PE,Proporção de escolas com projeto no tema,Relações étnico-raciais/racismo,51.681472081218274
2021,PI,Proporção de escolas com projeto no tema,Relações étnico-raciais/racismo,25.012431626056685
2021,MA,Proporção de escolas com projeto no tema,Relações étnico-raciais/racismo,31.610703043022038
2021,RJ,Proporção de escolas com projeto no tema,Relações étnico-raciais/racismo,63.537280158533562
2021,AC,Proporção de escolas com projeto no tema,Relações étnico-raciais/racismo,68.888888888888886
2021,RO,Proporção de escolas com projeto no tema,Relações étnico-raciais/racismo,48.967551622418881
2021,PR,Proporção de escolas com projeto no tema,Relações étnico-raciais/racismo,52.81539558089807
2021,MS,Proporção de escolas com projeto no tema,Relações étnico-raciais/racismo,52.570093457943926
2021,MG,Proporção de escolas com projeto no tema,Relações étnico-raciais/racismo,61.662452591656134
2021,AL,Proporção de escolas com projeto no tema,Relações étnico-raciais/racismo,45.59043348281017
2021,RR,Proporção de escolas com projeto no tema,Relações étnico-raciais/racismo,25.862068965517242
2021,CE,Proporção de escolas com projeto no tema,Relações étnico-raciais/racismo,44.656381486676018
2021,AM,Proporção de escolas com projeto no tema,Relações étnico-raciais/racismo,30.049964311206278
2021,MT,Proporção de escolas com projeto no tema,Relações étnico-raciais/racismo,40.871021775544385
2021,RN,Proporção de escolas com projeto no tema,Relações étnico-raciais/racismo,38.885065381968346
2021,ES,Proporção de escolas com projeto no tema,Relações étnico-raciais/racismo,58.756137479541735
2021,PB,Proporção de escolas com projeto no tema,Relações étnico-raciais/racismo,44.693028095733609
2021,SC,Proporção de escolas com projeto no tema,Relações étnico-raciais/racismo,41.915908105765062
2021,RS,Proporção de escolas com projeto no tema,Relações étnico-raciais/racismo,59.434682964094733
2021,PA,Permanência de pessoas sob efeito de drogas,Nunca,3066
2021,CE,Permanência de pessoas sob efeito de drogas,Nunca,3181
2021,MT,Permanência de pessoas sob efeito de drogas,Nunca,1040
2021,PI,Permanência de pessoas sob efeito de drogas,Nunca,1801
2021,RR,Permanência de pessoas sob efeito de drogas,Nunca,208
2021,AP,Permanência de pessoas sob efeito de drogas,Nunca,319
2021,RO,Permanência de pessoas sob efeito de drogas,Nunca,622
2021,AC,Permanência de pessoas sob efeito de drogas,Nunca,355
2021,AM,Permanência de pessoas sob efeito de drogas,Nunca,1165
2021,MS,Permanência de pessoas sob efeito de drogas,Nunca,757
2021,PR,Permanência de pessoas sob efeito de drogas,Nunca,3623
2021,SE,Permanência de pessoas sob efeito de drogas,Nunca,907
2021,SP,Permanência de pessoas sob efeito de drogas,Nunca,8414
2021,PE,Permanência de pessoas sob efeito de drogas,Nunca,2672
2021,SC,Permanência de pessoas sob efeito de drogas,Nunca,2069
2021,RJ,Permanência de pessoas sob efeito de drogas,Nunca,3523
2021,AL,Permanência de pessoas sob efeito de drogas,Nunca,1200
2021,BA,Permanência de pessoas sob efeito de drogas,Nunca,5129
2021,MG,Permanência de pessoas sob efeito de drogas,Nunca,5537
2021,PB,Permanência de pessoas sob efeito de drogas,Nunca,1728
2021,RN,Permanência de pessoas sob efeito de drogas,Nunca,1269
2021,ES,Permanência de pessoas sob efeito de drogas,Nunca,1047
2021,TO,Permanência de pessoas sob efeito de drogas,Nunca,719
2021,GO,Permanência de pessoas sob efeito de drogas,Nunca,1920
2021,DF,Permanência de pessoas sob efeito de drogas,Nunca,477
2021,MA,Permanência de pessoas sob efeito de drogas,Nunca,3398
2021,RS,Permanência de pessoas sob efeito de drogas,Nunca,3414
2021,GO,Permanência de pessoas sob efeito de drogas,Poucas vezes,175
2021,RR,Permanência de pessoas sob efeito de drogas,Poucas vezes,4
2021,AL,Permanência de pessoas sob efeito de drogas,Poucas vezes,46
2021,AM,Permanência de pessoas sob efeito de drogas,Poucas vezes,104
2021,RS,Permanência de pessoas sob efeito de drogas,Poucas vezes,208
2021,RO,Permanência de pessoas sob efeito de drogas,Poucas vezes,14
2021,CE,Permanência de pessoas sob efeito de drogas,Poucas vezes,161
2021,ES,Permanência de pessoas sob efeito de drogas,Poucas vezes,103
2021,RN,Permanência de pessoas sob efeito de drogas,Poucas vezes,69
2021,TO,Permanência de pessoas sob efeito de drogas,Poucas vezes,25
2021,DF,Permanência de pessoas sob efeito de drogas,Poucas vezes,67
2021,PA,Permanência de pessoas sob efeito de drogas,Poucas vezes,123
2021,AP,Permanência de pessoas sob efeito de drogas,Poucas vezes,10
2021,MS,Permanência de pessoas sob efeito de drogas,Poucas vezes,47
2021,MT,Permanência de pessoas sob efeito de drogas,Poucas vezes,80
2021,RJ,Permanência de pessoas sob efeito de drogas,Poucas vezes,229
2021,SC,Permanência de pessoas sob efeito de drogas,Poucas vezes,134
2021,SP,Permanência de pessoas sob efeito de drogas,Poucas vezes,980
2021,AC,Permanência de pessoas sob efeito de drogas,Poucas vezes,19
2021,PB,Permanência de pessoas sob efeito de drogas,Poucas vezes,59
2021,MG,Permanência de pessoas sob efeito de drogas,Poucas vezes,317
2021,PE,Permanência de pessoas sob efeito de drogas,Poucas vezes,240
2021,MA,Permanência de pessoas sob efeito de drogas,Poucas vezes,118
2021,SE,Permanência de pessoas sob efeito de drogas,Poucas vezes,37
2021,PI,Permanência de pessoas sob efeito de drogas,Poucas vezes,56
2021,BA,Permanência de pessoas sob efeito de drogas,Poucas vezes,256
2021,PR,Permanência de pessoas sob efeito de drogas,Poucas vezes,332
2021,MS,Permanência de pessoas sob efeito de drogas,Sem resposta,138
2021,SC,Permanência de pessoas sob efeito de drogas,Sem resposta,231
2021,SP,Permanência de pessoas sob efeito de drogas,Sem resposta,954
2021,RS,Permanência de pessoas sob efeito de drogas,Sem resposta,604
2021,PI,Permanência de pessoas sob efeito de drogas,Sem resposta,359
2021,GO,Permanência de pessoas sob efeito de drogas,Sem resposta,306
2021,AP,Permanência de pessoas sob efeito de drogas,Sem resposta,100
2021,PA,Permanência de pessoas sob efeito de drogas,Sem resposta,977
2021,PB,Permanência de pessoas sob efeito de drogas,Sem resposta,330
2021,AL,Permanência de pessoas sob efeito de drogas,Sem resposta,246
2021,SE,Permanência de pessoas sob efeito de drogas,Sem resposta,170
2021,MT,Permanência de pessoas sob efeito de drogas,Sem resposta,191
2021,ES,Permanência de pessoas sob efeito de drogas,Sem resposta,229
2021,MA,Permanência de pessoas sob efeito de drogas,Sem resposta,721
2021,RO,Permanência de pessoas sob efeito de drogas,Sem resposta,83
2021,AC,Permanência de pessoas sob efeito de drogas,Sem resposta,87
2021,RR,Permanência de pessoas sob efeito de drogas,Sem resposta,97
2021,TO,Permanência de pessoas sob efeito de drogas,Sem resposta,106
2021,BA,Permanência de pessoas sob efeito de drogas,Sem resposta,1104
2021,DF,Permanência de pessoas sob efeito de drogas,Sem resposta,141
2021,RN,Permanência de pessoas sob efeito de drogas,Sem resposta,300
2021,AM,Permanência de pessoas sob efeito de drogas,Sem resposta,511
2021,PR,Permanência de pessoas sob efeito de drogas,Sem resposta,490
2021,MG,Permanência de pessoas sob efeito de drogas,Sem resposta,816
2021,CE,Permanência de pessoas sob efeito de drogas,Sem resposta,467
2021,PE,Permanência de pessoas sob efeito de drogas,Sem resposta,466
2021,RJ,Permanência de pessoas sob efeito de drogas,Sem resposta,559
2021,SC,Permanência de pessoas sob efeito de drogas,Várias vezes,1
2021,SP,Permanência de pessoas sob efeito de drogas,Várias vezes,51
2021,TO,Permanência de pessoas sob efeito de drogas,Várias vezes,
2021,DF,Permanência de pessoas sob efeito de drogas,Várias vezes,3
2021,CE,Permanência de pessoas sob efeito de drogas,Várias vezes,7
2021,PA,Permanência de pessoas sob efeito de drogas,Várias vezes,9
2021,PE,Permanência de pessoas sob efeito de drogas,Várias vezes,15
2021,PI,Permanência de pessoas sob efeito de drogas,Várias vezes,4
2021,SE,Permanência de pessoas sob efeito de drogas,Várias vezes,1
2021,MA,Permanência de pessoas sob efeito de drogas,Várias vezes,4
2021,MT,Permanência de pessoas sob efeito de drogas,Várias vezes,3
2021,RO,Permanência de pessoas sob efeito de drogas,Várias vezes,
2021,AC,Permanência de pessoas sob efeito de drogas,Várias vezes,2
2021,ES,Permanência de pessoas sob efeito de drogas,Várias vezes,1
2021,RJ,Permanência de pessoas sob efeito de drogas,Várias vezes,20
2021,RR,Permanência de pessoas sob efeito de drogas,Várias vezes,
2021,AL,Permanência de pessoas sob efeito de drogas,Várias vezes,3
2021,AP,Permanência de pessoas sob efeito de drogas,Várias vezes,
2021,PR,Permanência de pessoas sob efeito de drogas,Várias vezes,14
2021,PB,Permanência de pessoas sob efeito de drogas,Várias vezes,2
2021,MG,Permanência de pessoas sob efeito de drogas,Várias vezes,16
2021,AM,Permanência de pessoas sob efeito de drogas,Várias vezes,4
2021,MS,Permanência de pessoas sob efeito de drogas,Várias vezes,
2021,BA,Permanência de pessoas sob efeito de drogas,Várias vezes,11
2021,RS,Permanência de pessoas sob efeito de drogas,Várias vezes,6
2021,GO,Permanência de pessoas sob efeito de drogas,Várias vezes,5
2021,RN,Permanência de pessoas sob efeito de drogas,Várias vezes,1
2021,CE,Permanência de pessoas sob efeito de álcool,Nunca,3230
2021,RR,Permanência de pessoas sob efeito de álcool,Nunca,198
2021,RN,Permanência de pessoas sob efeito de álcool,Nunca,1292
2021,PE,Permanência de pessoas sob efeito de álcool,Nunca,2758
2021,DF,Permanência de pessoas sob efeito de álcool,Nunca,482
2021,AM,Permanência de pessoas sob efeito de álcool,Nunca,1198
2021,SC,Permanência de pessoas sob efeito de álcool,Nunca,2138
2021,AL,Permanência de pessoas sob efeito de álcool,Nunca,1201
2021,RJ,Permanência de pessoas sob efeito de álcool,Nunca,3605
2021,PA,Permanência de pessoas sob efeito de álcool,Nunca,3079
2021,RO,Permanência de pessoas sob efeito de álcool,Nunca,618
2021,BA,Permanência de pessoas sob efeito de álcool,Nunca,5073
2021,SE,Permanência de pessoas sob efeito de álcool,Nunca,903
2021,PB,Permanência de pessoas sob efeito de álcool,Nunca,1724
2021,PR,Permanência de pessoas sob efeito de álcool,Nunca,3734
2021,PI,Permanência de pessoas sob efeito de álcool,Nunca,1800
2021,ES,Permanência de pessoas sob efeito de álcool,Nunca,1094
2021,MS,Permanência de pessoas sob efeito de álcool,Nunca,764
2021,MG,Permanência de pessoas sob efeito de álcool,Nunca,5619
2021,TO,Permanência de pessoas sob efeito de álcool,Nunca,714
2021,AC,Permanência de pessoas sob efeito de álcool,Nunca,351
2021,MT,Permanência de pessoas sob efeito de álcool,Nunca,1059
2021,SP,Permanência de pessoas sob efeito de álcool,Nunca,8788
2021,GO,Permanência de pessoas sob efeito de álcool,Nunca,1943
2021,MA,Permanência de pessoas sob efeito de álcool,Nunca,3403
2021,AP,Permanência de pessoas sob efeito de álcool,Nunca,314
2021,RS,Permanência de pessoas sob efeito de álcool,Nunca,3505
2021,AL,Permanência de pessoas sob efeito de álcool,Poucas vezes,46
2021,CE,Permanência de pessoas sob efeito de álcool,Poucas vezes,115
2021,SC,Permanência de pessoas sob efeito de álcool,Poucas vezes,66
2021,PR,Permanência de pessoas sob efeito de álcool,Poucas vezes,233
2021,PI,Permanência de pessoas sob efeito de álcool,Poucas vezes,66
2021,TO,Permanência de pessoas sob efeito de álcool,Poucas vezes,24
2021,AM,Permanência de pessoas sob efeito de álcool,Poucas vezes,68
2021,DF,Permanência de pessoas sob efeito de álcool,Poucas vezes,64
2021,GO,Permanência de pessoas sob efeito de álcool,Poucas vezes,149
2021,PE,Permanência de pessoas sob efeito de álcool,Poucas vezes,166
2021,AC,Permanência de pessoas sob efeito de álcool,Poucas vezes,25
2021,RN,Permanência de pessoas sob efeito de álcool,Poucas vezes,49
2021,PB,Permanência de pessoas sob efeito de álcool,Poucas vezes,64
2021,RS,Permanência de pessoas sob efeito de álcool,Poucas vezes,120
2021,SP,Permanência de pessoas sob efeito de álcool,Poucas vezes,645
2021,BA,Permanência de pessoas sob efeito de álcool,Poucas vezes,323
2021,MG,Permanência de pessoas sob efeito de álcool,Poucas vezes,237
2021,RR,Permanência de pessoas sob efeito de álcool,Poucas vezes,13
2021,ES,Permanência de pessoas sob efeito de álcool,Poucas vezes,55
2021,RO,Permanência de pessoas sob efeito de álcool,Poucas vezes,20
2021,AP,Permanência de pessoas sob efeito de álcool,Poucas vezes,15
2021,MA,Permanência de pessoas sob efeito de álcool,Poucas vezes,115
2021,MS,Permanência de pessoas sob efeito de álcool,Poucas vezes,38
2021,RJ,Permanência de pessoas sob efeito de álcool,Poucas vezes,163
2021,MT,Permanência de pessoas sob efeito de álcool,Poucas vezes,61
2021,PA,Permanência de pessoas sob efeito de álcool,Poucas vezes,127
2021,SE,Permanência de pessoas sob efeito de álcool,Poucas vezes,39
2021,DF,Permanência de pessoas sob efeito de álcool,Sem resposta,140
2021,RR,Permanência de pessoas sob efeito de álcool,Sem resposta,98
2021,ES,Permanência de pessoas sob efeito de álcool,Sem resposta,229
2021,AP,Permanência de pessoas sob efeito de álcool,Sem resposta,99
2021,AL,Permanência de pessoas sob efeito de álcool,Sem resposta,246
2021,GO,Permanência de pessoas sob efeito de álcool,Sem resposta,310
2021,SE,Permanência de pessoas sob efeito de álcool,Sem resposta,171
2021,RS,Permanência de pessoas sob efeito de álcool,Sem resposta,606
2021,PE,Permanência de pessoas sob efeito de álcool,Sem resposta,466
2021,RN,Permanência de pessoas sob efeito de álcool,Sem resposta,297
2021,CE,Permanência de pessoas sob efeito de álcool,Sem resposta,467
2021,MG,Permanência de pessoas sob efeito de álcool,Sem resposta,825
2021,PR,Permanência de pessoas sob efeito de álcool,Sem resposta,488
2021,PB,Permanência de pessoas sob efeito de álcool,Sem resposta,331
2021,BA,Permanência de pessoas sob efeito de álcool,Sem resposta,1095
2021,PA,Permanência de pessoas sob efeito de álcool,Sem resposta,968
2021,PI,Permanência de pessoas sob efeito de álcool,Sem resposta,353
2021,RJ,Permanência de pessoas sob efeito de álcool,Sem resposta,557
2021,TO,Permanência de pessoas sob efeito de álcool,Sem resposta,110
2021,AC,Permanência de pessoas sob efeito de álcool,Sem resposta,86
2021,MA,Permanência de pessoas sob efeito de álcool,Sem resposta,720
2021,SC,Permanência de pessoas sob efeito de álcool,Sem resposta,231
2021,MT,Permanência de pessoas sob efeito de álcool,Sem resposta,193
2021,RO,Permanência de pessoas sob efeito de álcool,Sem resposta,81
2021,SP,Permanência de pessoas sob efeito de álcool,Sem resposta,948
2021,MS,Permanência de pessoas sob efeito de álcool,Sem resposta,139
2021,AM,Permanência de pessoas sob efeito de álcool,Sem resposta,513
2021,RJ,Permanência de pessoas sob efeito de álcool,Várias vezes,6
2021,RN,Permanência de pessoas sob efeito de álcool,Várias vezes,1
2021,AC,Permanência de pessoas sob efeito de álcool,Várias vezes,1
2021,AP,Permanência de pessoas sob efeito de álcool,Várias vezes,1
2021,BA,Permanência de pessoas sob efeito de álcool,Várias vezes,9
2021,SP,Permanência de pessoas sob efeito de álcool,Várias vezes,18
2021,RR,Permanência de pessoas sob efeito de álcool,Várias vezes,
2021,MS,Permanência de pessoas sob efeito de álcool,Várias vezes,1
2021,PA,Permanência de pessoas sob efeito de álcool,Várias vezes,1
2021,MA,Permanência de pessoas sob efeito de álcool,Várias vezes,3
2021,PI,Permanência de pessoas sob efeito de álcool,Várias vezes,1
2021,RS,Permanência de pessoas sob efeito de álcool,Várias vezes,1
2021,AM,Permanência de pessoas sob efeito de álcool,Várias vezes,5
2021,MG,Permanência de pessoas sob efeito de álcool,Várias vezes,5
2021,PB,Permanência de pessoas sob efeito de álcool,Várias vezes,
2021,RO,Permanência de pessoas sob efeito de álcool,Várias vezes,
2021,AL,Permanência de pessoas sob efeito de álcool,Várias vezes,2
2021,TO,Permanência de pessoas sob efeito de álcool,Várias vezes,2
2021,GO,Permanência de pessoas sob efeito de álcool,Várias vezes,4
2021,PE,Permanência de pessoas sob efeito de álcool,Várias vezes,3
2021,CE,Permanência de pessoas sob efeito de álcool,Várias vezes,4
2021,SC,Permanência de pessoas sob efeito de álcool,Várias vezes,
2021,SE,Permanência de pessoas sob efeito de álcool,Várias vezes,2
2021,MT,Permanência de pessoas sob efeito de álcool,Várias vezes,1
2021,DF,Permanência de pessoas sob efeito de álcool,Várias vezes,2
2021,PR,Permanência de pessoas sob efeito de álcool,Várias vezes,4
2021,ES,Permanência de pessoas sob efeito de álcool,Várias vezes,2
2021,AC,"Porte de arma (revólver, faca, canivete etc.)",Nunca,365
2021,ES,"Porte de arma (revólver, faca, canivete etc.)",Nunca,1120
2021,PI,"Porte de arma (revólver, faca, canivete etc.)",Nunca,1835
2021,SE,"Porte de arma (revólver, faca, canivete etc.)",Nunca,924
2021,AP,"Porte de arma (revólver, faca, canivete etc.)",Nunca,318
2021,MG,"Porte de arma (revólver, faca, canivete etc.)",Nunca,5747
2021,RR,"Porte de arma (revólver, faca, canivete etc.)",Nunca,212
2021,AL,"Porte de arma (revólver, faca, canivete etc.)",Nunca,1232
2021,PB,"Porte de arma (revólver, faca, canivete etc.)",Nunca,1762
2021,RS,"Porte de arma (revólver, faca, canivete etc.)",Nunca,3479
2021,DF,"Porte de arma (revólver, faca, canivete etc.)",Nunca,508
2021,PE,"Porte de arma (revólver, faca, canivete etc.)",Nunca,2874
2021,SC,"Porte de arma (revólver, faca, canivete etc.)",Nunca,2075
2021,SP,"Porte de arma (revólver, faca, canivete etc.)",Nunca,9187
2021,PA,"Porte de arma (revólver, faca, canivete etc.)",Nunca,3106
2021,PR,"Porte de arma (revólver, faca, canivete etc.)",Nunca,3774
2021,RO,"Porte de arma (revólver, faca, canivete etc.)",Nunca,620
2021,MA,"Porte de arma (revólver, faca, canivete etc.)",Nunca,3452
2021,MT,"Porte de arma (revólver, faca, canivete etc.)",Nunca,1059
2021,TO,"Porte de arma (revólver, faca, canivete etc.)",Nunca,731
2021,BA,"Porte de arma (revólver, faca, canivete etc.)",Nunca,5309
2021,RJ,"Porte de arma (revólver, faca, canivete etc.)",Nunca,3681
2021,GO,"Porte de arma (revólver, faca, canivete etc.)",Nunca,2021
2021,CE,"Porte de arma (revólver, faca, canivete etc.)",Nunca,3305
2021,AM,"Porte de arma (revólver, faca, canivete etc.)",Nunca,1209
2021,MS,"Porte de arma (revólver, faca, canivete etc.)",Nunca,752
2021,RN,"Porte de arma (revólver, faca, canivete etc.)",Nunca,1318
2021,MA,"Porte de arma (revólver, faca, canivete etc.)",Poucas vezes,68
2021,DF,"Porte de arma (revólver, faca, canivete etc.)",Poucas vezes,41
2021,SE,"Porte de arma (revólver, faca, canivete etc.)",Poucas vezes,20
2021,TO,"Porte de arma (revólver, faca, canivete etc.)",Poucas vezes,12
2021,CE,"Porte de arma (revólver, faca, canivete etc.)",Poucas vezes,45
2021,RR,"Porte de arma (revólver, faca, canivete etc.)",Poucas vezes,
2021,PI,"Porte de arma (revólver, faca, canivete etc.)",Poucas vezes,29
2021,RJ,"Porte de arma (revólver, faca, canivete etc.)",Poucas vezes,85
2021,RO,"Porte de arma (revólver, faca, canivete etc.)",Poucas vezes,13
2021,PB,"Porte de arma (revólver, faca, canivete etc.)",Poucas vezes,29
2021,PR,"Porte de arma (revólver, faca, canivete etc.)",Poucas vezes,196
2021,RS,"Porte de arma (revólver, faca, canivete etc.)",Poucas vezes,148
2021,MS,"Porte de arma (revólver, faca, canivete etc.)",Poucas vezes,51
2021,PA,"Porte de arma (revólver, faca, canivete etc.)",Poucas vezes,92
2021,AL,"Porte de arma (revólver, faca, canivete etc.)",Poucas vezes,16
2021,AC,"Porte de arma (revólver, faca, canivete etc.)",Poucas vezes,11
2021,AP,"Porte de arma (revólver, faca, canivete etc.)",Poucas vezes,11
2021,PE,"Porte de arma (revólver, faca, canivete etc.)",Poucas vezes,50
2021,RN,"Porte de arma (revólver, faca, canivete etc.)",Poucas vezes,25
2021,SC,"Porte de arma (revólver, faca, canivete etc.)",Poucas vezes,127
2021,MG,"Porte de arma (revólver, faca, canivete etc.)",Poucas vezes,121
2021,AM,"Porte de arma (revólver, faca, canivete etc.)",Poucas vezes,64
2021,ES,"Porte de arma (revólver, faca, canivete etc.)",Poucas vezes,32
2021,MT,"Porte de arma (revólver, faca, canivete etc.)",Poucas vezes,60
2021,BA,"Porte de arma (revólver, faca, canivete etc.)",Poucas vezes,94
2021,GO,"Porte de arma (revólver, faca, canivete etc.)",Poucas vezes,76
2021,SP,"Porte de arma (revólver, faca, canivete etc.)",Poucas vezes,262
2021,PB,"Porte de arma (revólver, faca, canivete etc.)",Sem resposta,328
2021,CE,"Porte de arma (revólver, faca, canivete etc.)",Sem resposta,465
2021,ES,"Porte de arma (revólver, faca, canivete etc.)",Sem resposta,228
2021,MG,"Porte de arma (revólver, faca, canivete etc.)",Sem resposta,814
2021,PR,"Porte de arma (revólver, faca, canivete etc.)",Sem resposta,489
2021,PA,"Porte de arma (revólver, faca, canivete etc.)",Sem resposta,972
2021,MS,"Porte de arma (revólver, faca, canivete etc.)",Sem resposta,139
2021,TO,"Porte de arma (revólver, faca, canivete etc.)",Sem resposta,107
2021,PI,"Porte de arma (revólver, faca, canivete etc.)",Sem resposta,355
2021,RR,"Porte de arma (revólver, faca, canivete etc.)",Sem resposta,97
2021,AC,"Porte de arma (revólver, faca, canivete etc.)",Sem resposta,87
2021,AP,"Porte de arma (revólver, faca, canivete etc.)",Sem resposta,99
2021,AM,"Porte de arma (revólver, faca, canivete etc.)",Sem resposta,511
2021,GO,"Porte de arma (revólver, faca, canivete etc.)",Sem resposta,308
2021,BA,"Porte de arma (revólver, faca, canivete etc.)",Sem resposta,1096
2021,DF,"Porte de arma (revólver, faca, canivete etc.)",Sem resposta,139
2021,MT,"Porte de arma (revólver, faca, canivete etc.)",Sem resposta,193
2021,RO,"Porte de arma (revólver, faca, canivete etc.)",Sem resposta,85
2021,RJ,"Porte de arma (revólver, faca, canivete etc.)",Sem resposta,555
2021,MA,"Porte de arma (revólver, faca, canivete etc.)",Sem resposta,720
2021,SC,"Porte de arma (revólver, faca, canivete etc.)",Sem resposta,232
2021,AL,"Porte de arma (revólver, faca, canivete etc.)",Sem resposta,247
2021,SE,"Porte de arma (revólver, faca, canivete etc.)",Sem resposta,171
2021,PE,"Porte de arma (revólver, faca, canivete etc.)",Sem resposta,468
2021,RN,"Porte de arma (revólver, faca, canivete etc.)",Sem resposta,295
2021,SP,"Porte de arma (revólver, faca, canivete etc.)",Sem resposta,946
2021,RS,"Porte de arma (revólver, faca, canivete etc.)",Sem resposta,601
2021,RN,"Porte de arma (revólver, faca, canivete etc.)",Várias vezes,1
2021,RR,"Porte de arma (revólver, faca, canivete etc.)",Várias vezes,
2021,AM,"Porte de arma (revólver, faca, canivete etc.)",Várias vezes,
2021,PB,"Porte de arma (revólver, faca, canivete etc.)",Várias vezes,
2021,RO,"Porte de arma (revólver, faca, canivete etc.)",Várias vezes,1
2021,MS,"Porte de arma (revólver, faca, canivete etc.)",Várias vezes,
2021,TO,"Porte de arma (revólver, faca, canivete etc.)",Várias vezes,
2021,RS,"Porte de arma (revólver, faca, canivete etc.)",Várias vezes,4
2021,BA,"Porte de arma (revólver, faca, canivete etc.)",Várias vezes,1
2021,MG,"Porte de arma (revólver, faca, canivete etc.)",Várias vezes,4
2021,PI,"Porte de arma (revólver, faca, canivete etc.)",Várias vezes,1
2021,SC,"Porte de arma (revólver, faca, canivete etc.)",Várias vezes,1
2021,CE,"Porte de arma (revólver, faca, canivete etc.)",Várias vezes,1
2021,MA,"Porte de arma (revólver, faca, canivete etc.)",Várias vezes,1
2021,PR,"Porte de arma (revólver, faca, canivete etc.)",Várias vezes,
2021,AC,"Porte de arma (revólver, faca, canivete etc.)",Várias vezes,
2021,MT,"Porte de arma (revólver, faca, canivete etc.)",Várias vezes,2
2021,RJ,"Porte de arma (revólver, faca, canivete etc.)",Várias vezes,10
2021,AL,"Porte de arma (revólver, faca, canivete etc.)",Várias vezes,
2021,SE,"Porte de arma (revólver, faca, canivete etc.)",Várias vezes,
2021,AP,"Porte de arma (revólver, faca, canivete etc.)",Várias vezes,1
